#{"t_start": 1667215213.704613, "env_id": "CustomMyoChallengeBaodingP2-v1"}
r,l,t
914.091903,200,68529.146233
433.459362,200,68529.829125
502.626635,200,68530.487379
510.059944,200,68531.157624
526.038127,200,68531.814448
864.649813,200,68532.497319
920.125555,200,68533.150548
314.354415,200,68533.84651
220.312286,200,68534.551201
679.142069,200,68535.242717
621.237697,200,68535.932836
197.95152,77,68536.191149
187.281742,200,68536.86996
751.007603,200,68537.551797
647.550103,200,68538.246557
1166.96481,200,68538.948978
1186.272189,200,68539.663897
510.761886,200,68540.373098
1030.094689,200,68541.08162
394.304118,200,68541.781685
476.352034,200,68542.471598
242.822451,92,68542.794755
1030.69582,200,68543.49639
344.34382,141,68543.976676
560.436023,200,68544.734045
1009.274397,200,68545.499825
693.285562,200,68546.298925
944.450848,200,68547.096146
1092.569835,200,68547.876802
666.171328,200,68548.628451
1056.094689,200,68549.332441
874.613862,200,68550.051404
828.759732,200,68550.727391
226.349119,200,68551.416207
184.035878,200,68552.118503
675.388332,200,68552.813307
378.905027,93,68553.134065
673.732814,200,68553.817769
427.847675,118,68656.534043
653.29053,200,68657.22793
193.286257,200,68657.885367
874.771379,200,68658.554732
1066.588945,200,68659.25252
110.541716,121,68659.645592
459.666804,200,68660.31435
423.583499,124,68660.733793
283.209378,164,68661.28623
642.540009,200,68661.973765
526.414896,200,68662.64836
429.099208,200,68663.334795
445.282334,200,68663.991424
479.858898,200,68664.671493
473.437702,200,68665.337669
556.755607,187,68665.974638
264.524844,200,68666.669034
974.589854,200,68667.359508
446.359569,200,68668.039277
415.092246,200,68668.732067
774.678315,200,68669.419916
674.841229,200,68670.124775
990.154037,200,68670.803531
556.105754,200,68671.480089
738.381379,200,68672.163043
596.223811,200,68672.859758
639.782342,200,68673.551294
489.935769,200,68674.231994
552.375205,200,68674.926331
503.250186,172,68675.510285
474.055368,200,68676.188307
855.470239,200,68676.901844
459.683205,200,68677.682998
214.983585,200,68678.445429
782.424555,200,68679.232581
264.134201,200,68680.042807
690.117003,200,68680.829413
182.989065,200,68681.564042
547.168196,200,68682.24612
1161.619845,200,68682.923811
414.787033,200,68683.604976
236.577748,200,68684.290137
191.732157,200,68684.955642
1004.926099,200,68685.636862
479.277048,181,68686.246742
1136.768519,200,68686.953719
979.728507,200,68687.644306
182.942398,200,68688.340935
558.572519,200,68689.011535
439.588268,200,68689.688712
93.69709,57,68753.799602
850.062765,200,68754.477281
955.493948,200,68755.140212
689.417812,200,68755.819421
768.7238,200,68756.495146
548.656302,200,68757.17321
780.232966,200,68757.858446
563.560784,200,68758.520879
1076.194891,200,68759.187043
328.883571,200,68759.844346
825.474637,200,68760.526269
603.566406,200,68761.197433
1060.538787,200,68761.88753
181.729625,200,68762.561311
622.73524,200,68763.249738
804.420148,200,68763.921995
1055.809219,200,68764.602621
737.198871,200,68765.281277
505.075727,200,68765.964946
596.064764,200,68766.650504
44.811325,51,68766.829113
182.874308,200,68767.50909
589.942894,194,68768.169948
718.625737,200,68768.859895
105.373835,80,68769.131057
388.891649,190,68769.764633
637.357476,200,68770.440458
424.138033,200,68771.130319
543.949431,200,68771.886756
673.337452,200,68772.667126
1177.253493,200,68773.45246
690.673373,200,68774.267968
1081.317477,200,68775.061979
723.382384,200,68775.807922
32.331784,37,68775.936467
496.198945,200,68776.622944
450.026697,200,68777.313972
225.949932,200,68778.008966
515.442213,200,68778.712289
549.60495,200,68779.403854
869.348395,200,68780.120697
843.871535,200,68780.820967
520.937452,200,68781.495198
651.086188,199,68782.188279
950.439679,200,68782.895908
1031.024934,200,68783.564105
1101.505909,200,68784.24918
811.278625,200,68784.945373
183.859338,200,68785.618427
641.605303,200,68786.306774
995.207189,200,68889.651694
191.203346,80,68889.918066
637.794921,200,68890.596799
562.181428,200,68891.265696
629.806505,200,68891.947575
1050.147386,200,68892.627697
696.230904,200,68893.301512
183.088252,200,68893.975064
490.858154,200,68894.666429
964.882181,200,68895.345443
424.769781,190,68896.008418
1000.252372,200,68896.726919
595.525265,200,68897.432357
1124.612102,200,68898.130612
690.1484,200,68898.817811
461.583018,200,68899.502801
532.1069,200,68900.185019
416.543225,200,68900.864165
736.325521,200,68901.552239
843.34725,200,68902.234561
1127.002727,200,68902.932127
842.56288,200,68903.614676
438.641381,200,68904.292174
265.140218,200,68905.056388
343.938192,200,68905.857714
913.973841,200,68906.640079
813.949726,200,68907.42858
905.374508,200,68908.224144
639.556993,200,68908.958835
