#{"t_start": 1665779066.952291, "env_id": "CustomMyoChallengeBaodingP1-v1"}
r,l,t
1196.406687,200,16733.610803
1166.33767,200,16777.929519
164.551156,42,16778.281125
1181.507088,200,16804.698766
1181.659383,200,16820.748807
1166.473261,200,16863.741516
721.059808,135,16877.817783
1181.639652,200,16905.377191
598.652079,150,16917.853738
1161.438141,200,16949.903394
1106.33553,200,16975.577966
1036.088408,200,16992.232389
1166.650312,200,17006.079748
1196.864826,200,17007.4331
347.763404,200,17050.492858
1151.585584,200,17064.587986
1186.562451,200,17091.727039
1136.514408,200,17124.458199
1176.596054,200,17150.410335
808.87005,169,17166.695778
1181.643472,200,17209.44045
1146.191243,200,17224.265475
1131.608557,200,17251.645831
1136.474739,200,17282.352256
1176.23309,200,17310.174234
1196.674554,200,17335.625615
1196.624372,200,17351.541424
1196.695192,200,17353.021968
363.131103,200,17385.260367
1186.879562,200,17409.904372
681.65246,152,17423.560939
1171.61537,200,17456.141817
1196.658125,200,17482.567418
1176.336281,200,17509.557148
1181.548826,200,17541.797577
1196.634002,200,17568.309854
1186.352406,200,17584.314954
1141.474133,200,17628.30337
1196.328566,200,17641.744937
1191.355523,200,17670.809974
1196.546513,200,17684.560517
1191.649,200,17685.910048
99.124618,101,17717.117382
1091.114727,200,17730.225759
1170.983127,200,17758.489192
1186.221323,200,17803.406769
1196.540379,200,17816.454175
174.336747,47,17829.734986
1106.231744,200,17845.115621
1196.502913,200,17888.839659
1196.605268,200,17902.559866
1176.547776,200,17930.738212
1196.439797,200,17961.486544
1056.508274,200,17988.382706
1176.353713,200,18003.120025
1196.531744,200,18031.386706
1181.340524,200,18032.88339
985.608901,200,18064.361012
1191.399236,200,18088.321976
1196.435249,200,18103.522184
1196.393679,200,18150.239206
1161.600763,200,18164.061152
735.093486,134,18187.676171
980.999804,200,18220.938617
1101.551332,200,18247.126096
1121.099127,200,18262.153353
1161.139115,200,18306.590458
1176.371781,200,18320.137886
1196.722937,200,18347.275907
1171.707518,200,18362.038257
1196.416023,200,18363.523869
104.116285,69,18394.939193
1196.574492,200,18407.206266
1171.569131,200,18435.145606
1191.573254,200,18465.716167
1196.73796,200,18494.151444
1196.550929,200,18520.537812
1191.618968,200,18551.976546
118.134632,68,18566.180558
814.848434,200,18580.165574
1176.78405,200,18606.85213
1186.528222,200,18638.263801
1196.544171,200,18665.291217
1126.252807,200,18680.278253
1196.565382,200,18706.798846
1136.249834,200,18708.296074
108.98383,86,18726.409206
1171.240597,200,18754.421389
1196.749646,200,18778.046237
163.46082,41,18778.384856
1196.60295,200,18811.828613
1196.703596,200,18839.384943
1196.353326,200,18862.650724
1151.133374,200,18896.371938
1171.28954,200,18921.816105
1111.273811,200,18936.749079
1166.536229,200,18981.04224
1191.515078,200,18996.1799
779.7903,144,19008.854917
199.147666,52,19021.71867
1196.507485,200,19037.716463
1121.077377,200,19039.201769
413.058433,200,19082.314365
1055.894565,200,19096.803719
1156.288511,200,19122.893837
1196.307281,200,19156.179446
1181.439404,200,19181.783269
1191.630962,200,19208.140394
1136.368323,200,19241.364862
160.015294,74,19254.368832
1131.332567,200,19268.386653
1176.435951,200,19294.655275
1176.362424,200,19327.783371
1176.448717,200,19354.44887
1196.583089,200,19380.519031
1181.513079,200,19382.184855
1166.408822,200,19383.660806
423.089738,200,19415.773391
798.345281,153,19437.190921
970.748846,200,19452.953044
